area,rooms,floor,year_of_construction,price
107,5,8,1978,231526
58,1,5,1963,100903
99,3,7,2012,206402
118,5,2,1952,424444
96,4,4,2020,193444
77,3,7,2014,151352
116,4,9,2000,219864
100,4,10,2002,228875
54,1,10,2013,105171
106,4,5,1964,251382
89,4,9,2016,185466
60,2,8,1966,109032
110,4,1,2015,245166
113,4,1,2001,215042
81,3,2,1959,211429
87,3,5,1956,213947
100,4,4,2022,224285
91,4,4,2000,208404
87,3,7,2012,158796
107,5,6,1985,231851
117,4,5,2014,250598
109,4,4,1960,313702
65,3,2,1957,189923
108,5,4,2022,239385
60,2,3,1987,101418
75,3,8,1984,131001
86,3,4,1970,180449
94,4,4,1966,261059
110,5,3,1996,217500
109,5,9,2016,217533
57,2,8,2020,100135
59,2,10,1961,157884
113,5,10,1963,346425
86,3,2,1950,234736
96,4,10,1968,246852
120,4,10,1960,365290
57,1,7,1951,149809
62,3,1,1961,129071
66,2,3,2000,101498
117,5,2,1988,280024
110,4,4,1969,220611
75,3,10,1996,156889
57,2,1,2022,81865
119,4,8,1959,292532
51,2,2,1984,97035
106,4,1,2007,208056
117,5,7,1997,241848
64,3,10,1992,124393
84,4,9,1966,250164
69,2,3,1950,208493
113,4,9,1991,261128
120,5,6,2002,313682
63,2,10,1999,134538
109,5,6,2015,229890
60,2,9,2006,102797
100,5,4,1977,211877
74,3,5,2005,127120
65,3,3,1995,144400
110,4,5,2001,261337
51,2,9,1989,88610
106,4,3,1999,210730
93,3,4,2005,174705
101,4,3,1961,317625
69,2,8,1985,107135
92,3,7,2004,196188
88,4,5,1997,186448
84,4,9,1957,222290
78,2,6,1993,154350
53,2,7,2013,105810
77,2,8,2007,140956
81,3,4,2017,132997
86,3,5,1954,236249
60,2,3,2018,123186
106,4,10,2019,256382
81,4,1,1997,146603
99,4,6,2003,239618
95,3,8,1958,280104
57,1,9,1964,107679
57,1,9,2020,82146
82,4,8,1974,184059
66,3,5,1961,161647
51,1,3,1974,97984
67,3,4,2018,158990
93,3,3,1991,190577
83,3,2,1989,143515
76,2,6,1983,114478
110,5,4,1988,205461
94,3,3,1968,240438
108,4,2,1965,260295
73,3,4,1974,162331
95,3,7,1960,291262
80,4,10,1957,216092
56,2,3,2001,116057
87,3,2,2013,161633
98,3,8,2020,199925
115,5,10,1953,387081
93,4,2,1989,212338
60,3,8,1993,133319
110,4,1,2006,249585
59,1,10,1951,121134
87,4,10,2019,186720
98,3,4,1994,181957
63,3,1,1974,101299
109,5,5,2018,221438
74,3,6,1983,167074
78,3,6,2014,138616
100,5,6,1987,197061
95,4,10,1959,233425
76,3,5,1957,193227
99,4,4,2008,194175
116,5,3,1976,269867
55,2,8,1975,88622
61,2,1,1989,114819
119,5,7,1983,271748
93,3,5,1982,205101
80,4,6,2008,196064
75,2,9,1955,218206
107,5,8,1964,328459
60,3,5,2018,111728
59,2,4,1966,102511
76,3,5,2012,175944
86,4,6,2021,181131
99,3,10,1980,204441
90,4,5,1951,264367
50,1,2,1985,83943
65,3,4,2004,133669
116,5,5,1975,259623
86,4,4,1976,215358
92,3,1,1967,200724
50,2,8,1989,81037
108,5,4,1979,295758
101,4,7,2011,208875
93,3,4,1967,231154
97,4,10,1981,211811
111,4,9,1994,258780
67,3,9,2007,113366
100,5,9,1995,191560
84,4,1,2017,196083
100,4,1,1967,203142
120,4,6,1989,260291
94,3,3,1984,159323
117,5,4,1989,264076
52,2,2,1954,143742
58,2,6,1993,95498
59,1,2,1964,133161
79,3,4,1991,139873
119,4,1,2015,217087
86,3,6,2010,159165
60,2,3,2009,89727
88,3,5,2019,146710
99,4,6,1963,282105
99,4,2,2009,213590
112,4,5,1959,362034
111,5,6,1995,281750
66,2,7,1980,102043
52,2,2,2001,110807
67,2,9,2017,143696
76,3,6,1955,173214
67,3,3,1999,157884
70,3,3,1988,123913
118,5,4,1962,367645
91,4,5,2007,210851
118,4,10,1990,290835
58,1,2,1999,106071
117,5,3,1992,221812
59,2,10,1986,99337
56,2,4,1973,89160
53,1,3,2013,90884
64,3,8,1976,148140
119,4,6,1970,329144
108,5,5,1981,283460
79,2,8,2019,169890
69,2,10,2003,103907
66,2,9,1973,128039
107,5,2,1973,249239
69,3,8,2021,114212
112,5,10,1981,252538
83,3,8,1960,249240
97,4,1,1953,262533
52,2,3,2008,93835
89,3,6,2012,173749
87,4,4,1950,288147
76,2,2,2021,120424
67,3,8,2011,158537
83,4,10,1997,154513
50,2,7,2009,84741
113,5,8,1978,208889
94,4,9,2012,182275
69,3,3,1979,109597
79,3,9,2013,145281
60,3,3,1960,152314
115,5,7,2009,226088
57,1,8,2010,100761
60,3,9,1992,138626
114,4,4,1988,269544
112,5,7,2014,244844
89,3,2,2007,177403
93,4,10,1960,261518
98,3,7,1987,189786
103,4,10,1969,264669
71,2,2,1952,171042
89,4,9,1973,166750
94,3,1,2002,161070
53,2,5,1960,125482
70,2,2,2022,121133
106,4,1,1981,185136
83,3,2,1963,238570
91,3,2,2009,200871
105,4,6,2003,226406
106,4,5,2000,223008
63,3,3,1984,141555
89,3,8,2022,154243
91,4,2,2004,221192
54,1,6,2014,96019
110,4,5,1995,249610
68,3,7,1998,132220
93,3,7,1956,238484
86,3,1,2013,163128
61,2,8,2021,117780
77,2,6,1964,158339
85,3,7,1975,181261
110,5,5,1950,312575
104,4,3,1968,240367
70,3,7,1975,135756
62,2,6,1971,140596
75,3,5,2018,170174
56,1,5,1960,116658
108,5,8,1986,291972
75,2,8,1963,184721
84,3,10,1971,144065
51,2,3,1952,148252
102,4,3,1997,210624
64,2,1,1988,117051
98,3,4,2002,194280
93,3,10,2016,179531
96,3,7,2004,203331
116,5,2,2002,310335
63,2,10,1969,110595
108,4,1,1955,242191
82,4,9,1981,203313
84,3,6,2013,161314
109,4,6,2019,262018
107,4,3,1973,252270
73,2,7,1975,131173
87,3,1,2021,130313
119,4,1,2020,252241
87,3,6,1962,250308
103,5,9,1991,282760
119,5,2,1968,304188
82,4,7,1980,171803
82,4,7,1958,228741
84,3,8,1960,180736
83,3,10,2013,194526
81,4,1,2003,151705
82,4,1,2005,139998
110,5,5,1971,305568
72,3,3,1952,186765
53,1,7,1988,84011
81,3,4,2007,143359
50,1,10,1977,69489
58,2,9,1957,161346
94,4,5,1995,228031
66,3,9,1988,106800
97,3,9,1983,209493
96,4,5,1991,235634
102,4,3,1979,261274
75,3,5,2006,136449
81,4,3,1966,242388
105,4,7,1973,275722
60,2,9,1964,118689
116,5,6,1975,282766
96,3,5,1955,253492
112,5,2,1960,312435
91,4,1,2009,189158
117,5,2,2004,258371
75,3,8,2021,129054
116,4,4,1957,324644
104,5,1,1954,344373
101,5,8,1959,293798
69,3,6,2011,140376
70,2,3,2018,150274
113,4,5,1987,286952
120,5,8,1991,312335
102,4,7,2020,237003
108,4,3,1995,217085
77,3,10,1971,173505
118,5,6,1997,317582
107,5,9,1997,267958
103,5,4,1999,262370
84,4,7,1979,178268
102,4,4,2017,178501
85,4,5,1954,298199
110,5,6,1998,264286
92,4,6,1995,184294
97,3,8,1991,217215
111,5,9,1953,407473
56,1,5,1962,98603
117,5,7,2022,248503
104,5,9,1961,344318
112,4,8,1991,241226
83,3,5,2006,187766
106,5,8,1995,249865
64,2,1,1954,158338
91,4,3,1994,198143
81,3,5,2004,179347
69,2,9,1988,112379
65,2,10,2017,127117
102,4,3,2002,179900
64,2,3,1973,126466
92,3,5,1965,182425
50,1,5,1966,116009
114,4,6,1987,274422
91,3,5,1992,146103
86,3,8,1955,191316
58,1,8,1993,106228
85,4,10,1995,181977
78,2,3,2020,144067
67,3,10,2007,154292
52,1,4,2012,85108
78,2,9,1981,118161
83,3,9,1960,190544
115,4,4,1958,372094
58,1,8,2006,94674
102,5,4,2011,188859
113,5,4,1967,331735
56,1,5,2007,97433
106,4,4,1951,377959
94,3,6,1953,308195
63,2,2,2013,117199
107,4,1,1969,208301
98,3,5,2019,195350
55,2,1,1990,96146
112,5,8,1986,251323
107,5,2,2004,292583
71,2,2,2009,110621
113,5,1,1972,207247
74,2,7,1981,117653
109,5,7,1975,219645
72,2,10,2007,122562
74,2,8,1979,113680
110,5,10,1966,289436
82,3,5,1965,209980
109,5,6,1996,297493
119,4,2,1976,286077
64,3,5,2001,124195
109,5,3,1995,267388
53,1,9,2017,103355
102,4,8,1959,309554
111,4,1,1979,235432
63,2,5,1950,174367
67,3,10,1961,171073
78,2,7,1986,135282
69,2,1,1979,121623
58,1,4,1980,80360
111,5,1,1951,348347
85,3,6,2007,178964
104,4,9,2008,198111
113,4,2,1961,337379
100,4,8,1951,309495
70,3,3,1985,112141
103,5,8,1975,280605
97,4,8,2000,223469
114,4,9,2018,277847
76,3,5,1979,137457
102,4,3,1956,327233
81,4,10,2010,200342
98,3,10,1976,156659
59,2,8,1984,106280
75,2,5,1961,182017
96,4,6,1956,292978
59,2,1,1982,82215
107,4,3,2002,274189
50,1,1,2006,75451
84,3,6,1966,223680
101,5,1,1993,232441
55,2,4,1960,139209
111,4,7,1991,282370
84,3,2,2010,188502
71,2,5,1972,120588
119,5,4,2008,269556
64,2,6,1995,129289
73,3,4,1957,181682
93,4,5,1963,198917
58,2,9,1986,90892
97,4,7,1980,191926
90,3,3,1978,183768
50,2,2,2007,89022
115,4,7,1991,220854
96,3,10,1991,192528
74,2,5,1957,163289
93,4,1,1998,194434
86,3,3,2004,151421
51,1,1,1970,94014
116,4,4,1958,305431
100,4,9,1983,177070
88,3,1,2014,150230
94,4,8,1964,286649
82,4,3,1961,190070
108,4,7,2005,222235
64,3,4,2014,133210
108,4,3,1991,192090
84,4,3,2022,188169
53,1,6,1991,97998
120,4,3,2010,304115
120,4,1,1970,304716
103,5,9,1980,284809
64,2,1,1971,127264
98,3,8,1961,255477
109,5,7,1962,340545
52,2,1,2001,93011
67,2,9,2002,116790
112,4,9,1985,207427
93,4,2,1991,214237
85,3,4,1978,161265
120,5,8,2015,237124
56,1,7,2021,81379
62,3,10,1989,118440
88,4,4,1978,176500
116,5,10,1966,256740
107,5,5,1984,258166
80,3,10,1959,175849
88,3,9,1990,194219
95,3,1,1972,177043
120,4,5,2009,295469
75,2,7,1960,201220
56,2,6,1989,108588
61,2,3,1990,115938
96,4,9,1950,329632
98,4,5,2000,227980
69,3,6,2008,114460
116,4,3,2015,216029
88,4,7,1993,153856
76,2,3,1967,174594
91,4,7,2007,206575
74,3,1,1990,124071
92,3,1,1990,163825
53,1,6,2009,82687
52,2,2,1983,101313
79,3,8,2000,168347
68,2,7,1984,139128
100,5,10,1991,192848
89,3,1,1955,215984
105,5,7,2009,275091
104,5,2,2000,252960
120,4,1,1970,294285
120,4,4,1967,239591
74,2,3,1995,154421
60,3,5,2013,97306
64,3,5,1986,128352
100,4,3,1993,217833
61,2,2,2019,116456
67,2,5,2004,136346
51,2,9,1996,106857
100,5,1,1962,270470
88,3,7,1995,201938
113,4,6,2019,224197
53,2,5,1978,77199
58,1,9,1968,104947
75,2,10,1959,147233
73,2,4,1990,130496
72,2,4,1972,144779
67,3,3,1992,142624
101,4,3,1995,173699
72,2,3,1958,190462
84,3,3,1967,165821
115,4,6,2002,227887
95,4,7,2003,217078
110,4,1,1993,204045
58,2,9,1986,119955
75,3,1,1993,144733
72,3,5,1958,191152
78,3,1,2011,165547
90,4,10,1998,194992
86,3,6,1971,177992
57,1,10,1969,116181
103,5,3,1992,240191
116,4,9,2017,253437
71,3,3,1961,155425
72,2,8,1994,139624
95,3,3,2003,222154
69,3,3,1972,126753
115,5,2,2000,236209
52,2,2,1998,88332
76,2,4,2016,128898
78,3,2,1983,136719
119,5,10,1984,280637
76,3,4,2014,129838
119,5,8,2013,256812
51,1,10,1969,80147
96,3,5,1951,300715
96,3,7,1953,228185
98,3,5,1954,295821
79,2,10,1967,182643
61,3,10,2014,128674
81,3,1,1991,169898
90,4,10,2020,204942
97,4,2,1961,230341
97,3,3,2010,158876
57,2,7,2000,99125
112,5,2,1978,227859
95,4,7,1952,254163
82,3,6,1965,177602
114,4,8,2003,235937
115,5,8,1955,439732
109,4,2,2001,236615
55,1,7,1967,100564
70,3,10,2000,143130
84,4,2,1957,241134
108,5,8,1973,226677
78,2,2,1994,115624
99,4,8,1979,207597
112,5,2,1982,233759
99,4,7,1986,234512
117,4,5,1973,262179
104,5,5,1971,304298
72,3,6,1968,149289
107,4,3,1953,268300
115,4,7,2012,266961
108,5,1,1983,217309
85,4,3,1992,148489
99,4,2,1987,177175
59,1,8,1986,96713
118,4,2,1959,331402
92,4,4,1976,183146
98,4,3,1956,300685
79,2,5,1987,123799
82,4,8,1966,246309
54,2,3,2018,104103
102,4,8,1984,220142
65,2,7,2002,98004
94,4,6,2021,170704
80,3,2,2019,140558
86,3,8,1997,199757
95,3,8,1998,216393
82,4,3,2004,154931
92,3,4,2021,213319
114,5,9,1994,286738
57,1,3,1976,83601
53,1,5,2015,95483
109,4,8,1973,288342
52,2,4,1976,83821
118,4,5,1984,298999
72,3,6,2010,132930
94,4,10,2011,207205
105,5,9,1954,285390
54,2,3,1955,141519
111,5,4,1964,277969
62,2,9,1961,145958
103,4,3,1996,199076
73,3,7,1950,176146
51,1,4,1966,79628
54,2,7,1970,101069
84,3,5,1994,174113
65,2,10,1987,108733
68,3,8,1972,159557
78,2,8,1979,161422
73,3,6,2021,164326
82,3,1,2018,128385
50,2,5,1990,108210
105,5,6,1960,303290
85,3,7,1965,226576
52,1,10,2021,93676
81,3,6,1977,150900
51,1,2,1970,90449
64,2,10,2004,115399
59,2,2,2013,100616
53,1,4,2014,87338
103,5,9,1986,236771
91,4,10,1952,283959
87,4,1,1998,184413
112,4,2,1981,224201
117,4,10,1959,347161
53,1,9,1992,93083
102,5,6,2002,207607
75,2,2,1982,122441
53,1,8,2006,92972
69,2,9,1973,127198
78,3,5,1968,189691
117,4,3,1983,243841
66,3,7,2011,123581
88,4,8,1953,289238
98,4,9,1983,237872
66,3,1,2011,129179
61,2,10,1975,93868
63,2,10,1971,115380
50,2,9,1998,79783
86,4,2,1969,185810
78,2,2,1988,119719
98,3,5,1982,155277
114,5,3,2003,236509
51,1,4,1958,96861
74,3,6,1961,177160
92,3,9,1975,183458
55,1,5,1998,82173
90,4,9,1973,234825
120,5,6,1995,253725
84,4,7,1973,203807
71,3,4,1981,143912
120,5,7,1954,463424
78,2,9,2013,124448
75,3,8,1983,132266
56,2,1,2006,100248
96,3,8,1986,225083
84,4,7,1985,153834
95,4,3,1975,177740
62,3,2,1989,145225
53,2,5,1955,161175
55,1,5,1956,102799
111,4,8,2007,198617
57,1,9,2010,80215
58,2,7,2016,123688
55,1,4,1994,107639
95,4,7,2017,169356
112,4,10,1965,306253
119,4,3,2009,287932
75,2,10,2000,129306
119,5,8,1993,260734
59,2,10,1959,115750
72,3,9,1962,144800
106,5,3,1965,303175
89,4,5,1966,189285
69,3,8,2003,121398
83,4,1,2007,176115
112,5,2,1968,299829
112,5,2,1981,279151
58,1,1,1971,105285
69,3,4,2005,123405
85,3,3,1971,184031
112,4,7,1966,314210
103,5,8,1972,268774
104,5,5,1971,252209
60,3,3,2004,124220
52,1,9,1969,86235
118,5,6,2014,250655
115,5,3,1994,266298
74,2,1,1996,115447
85,3,9,1973,172524
91,4,7,1997,198573
54,1,4,2018,99224
56,2,7,2014,99786
112,4,8,1959,302193
75,2,8,1987,124556
53,1,7,2009,71947
110,5,10,1994,262855
86,3,2,1956,230817
70,3,10,1950,225203
80,4,3,1982,154993
77,3,6,1977,166312
90,3,10,1954,227857
101,5,6,1955,283474
66,3,9,2016,126812
108,4,9,2021,260664
107,5,2,2015,239820
117,4,9,1992,229037
114,5,5,1960,289389
75,3,5,2010,173986
73,2,6,1964,136758
76,3,7,1953,209018
85,3,7,1989,180213
83,4,5,1975,207214
67,3,9,2020,139209
109,5,9,2022,255924
64,3,2,1958,188976
63,3,5,1973,142956
104,5,6,1975,227786
59,1,6,2021,111442
69,2,7,1976,137866
57,1,9,1963,110979
107,5,10,1995,265729
118,4,3,2021,221662
67,2,9,1957,142005
117,5,6,2000,239914
86,4,10,1962,216113
105,4,9,2007,251375
108,5,8,1969,290188
66,2,10,1964,140618
110,4,5,1967,300139
75,2,9,1989,119452
103,5,3,1959,339578
98,4,6,1998,208493
98,3,4,1974,212892
77,2,9,2001,166292
88,4,7,1993,188705
120,4,8,1959,294062
52,1,5,1989,75843
118,5,10,1964,375468
104,5,9,2010,203125
114,5,9,1963,296416
54,2,8,1980,92518
71,3,2,2003,146361
92,4,6,2007,214872
82,3,6,1972,151978
109,4,9,1993,230294
70,2,3,1971,155719
53,2,8,2021,90755
120,4,7,1972,282283
91,3,8,1950,261285
75,3,3,1987,177040
90,4,1,1974,149136
79,2,8,1995,163656
73,2,2,1996,119684
62,3,4,1995,100552
109,5,3,1956,388690
106,5,10,1985,246529
50,2,4,1961,112860
114,4,1,1964,302150
56,1,1,1953,115309
88,4,10,2011,166445
106,5,4,2013,212699
56,2,7,1962,110981
82,3,2,2003,152927
57,1,9,2021,78722
79,3,6,2005,125765
60,2,4,1970,114635
52,1,3,2010,91538
51,2,7,1978,106525
53,2,10,1997,78700
108,5,10,1999,230992
92,4,9,2019,187776
67,2,2,1955,190614
95,4,8,1952,329213
106,5,10,2017,243543
99,3,2,1961,296998
73,3,5,2000,136772
62,3,5,1987,122327
99,4,3,2009,178482
92,3,3,1966,240072
72,2,6,1958,180198
118,5,1,1955,343735
96,3,4,1985,176084
83,3,8,1974,149895
89,4,6,2021,219716
96,3,10,1987,161799
72,2,7,2004,125547
61,2,1,1978,113040
57,2,5,1995,87621
92,3,5,1986,165860
94,4,4,1996,193648
68,2,5,2005,117110
92,4,3,1967,234198
74,2,3,1951,198956
89,4,3,2019,190830
108,5,3,2018,234686
104,4,7,1953,333284
94,3,5,1965,229785
92,3,10,1963,243334
100,4,2,1962,316853
120,5,9,1965,393221
92,4,3,1991,205847
60,3,1,1981,123761
109,4,5,2017,271573
86,3,7,2017,187276
110,4,4,1968,277918
65,3,1,1967,114891
114,5,2,1981,298512
84,3,9,2015,144318
116,5,8,1977,221715
100,5,4,1979,234838
97,3,4,1952,299074
118,5,10,2000,318841
86,4,1,1963,188313
81,3,8,2002,139783
102,4,2,1985,200097
109,5,1,1973,220223
91,4,7,1999,164067
107,5,5,2004,260846
67,3,5,1978,140130
93,3,5,1971,195955
60,2,4,2005,120580
118,5,7,1960,361532
63,2,2,1969,105737
54,1,6,1986,75860
110,5,2,2011,222066
91,3,3,2006,166324
80,4,1,1952,250797
55,1,6,1980,91133
64,2,8,2018,122278
100,5,3,1956,311885
108,4,7,1967,263182
110,4,3,1999,264718
114,5,8,2003,271668
87,3,7,1999,155872
52,2,8,2007,78416
62,2,9,1987,131213
96,4,7,2021,185960
120,4,8,1954,432488
87,3,9,1979,153594
67,2,2,1985,134068
107,5,3,1975,266087
89,4,5,1987,177797
67,3,2,1998,135541
67,2,3,1983,112399
114,5,5,2003,226707
117,4,9,1986,210880
99,3,1,2011,179769
58,2,9,1979,104139
85,4,5,1976,192714
105,4,1,2014,196219
90,3,8,1988,145941
100,5,6,1966,278950
116,4,8,2011,271975
80,3,7,1992,138421
61,3,1,1978,96090
101,5,10,1954,281344
57,1,3,1958,128914
68,2,9,1988,137122
75,3,5,1990,118845
81,4,6,1976,153642
76,2,6,1952,219475
117,5,6,1979,300653
98,4,9,2017,245959
68,3,1,1962,160411
102,5,10,1997,244582
50,1,7,1959,94177
67,3,8,2008,152255
54,2,2,1971,95170
75,3,6,1955,225051
69,3,5,2020,124596
59,1,1,2022,73934
79,3,4,1955,182135
57,1,9,2000,86310
78,3,3,1958,183974
94,3,7,1986,190841
115,5,10,2012,270594
63,2,6,2008,130709
87,4,5,2002,193713
72,2,10,1978,154683
115,4,10,1983,266934
95,4,4,1985,236815
112,5,8,2019,226009
65,3,4,1990,107094
95,4,3,2012,202485
112,5,5,1955,358994
57,2,6,1981,108272
91,3,10,2009,166796
82,3,8,1960,176908
98,3,10,1986,197646
63,3,7,2002,99886
110,4,3,2022,239044
116,5,2,1980,279256
116,4,5,2013,210852
73,3,9,1960,218145
83,4,7,1986,145706
52,2,2,2007,105991
90,3,8,2006,206764
93,4,3,1990,207049
104,5,3,1968,319490
114,4,8,1970,290126
104,4,8,1965,302782
103,4,2,1975,246453
90,4,9,2019,226792
116,4,3,2019,204768
114,5,4,2000,287666
110,4,6,1984,257542
85,3,2,2000,175293
117,4,1,1977,266004
74,3,10,1963,185000
114,4,8,1992,288628
90,4,6,1950,321238
89,4,10,1996,164094
105,4,8,2011,259925
67,3,5,1952,229844
66,3,6,1974,156561
97,4,3,2013,193664
90,3,5,1995,196018
81,3,5,1973,162975
71,2,1,1969,110779
112,4,2,1973,241780
115,4,5,1955,283795
61,3,5,2018,104240
51,1,10,1975,82286
109,4,6,2005,265605
120,5,1,2022,265476
70,2,3,1969,138675
53,1,1,2019,69724
80,4,9,1957,248152
111,5,6,1959,286548
112,4,6,1980,217407
82,4,8,1962,248478
102,4,3,1992,224508
107,4,5,2021,273195
103,5,6,1983,231950
60,3,6,1960,163103
83,4,9,1998,204276
108,5,3,1957,298001
53,1,1,2000,80261
119,4,8,1982,269308
73,2,10,1978,125612
57,1,6,1979,101335
115,5,5,1956,398484
79,3,6,1950,244573
92,3,10,1993,202470
54,2,2,1959,152147
51,2,6,1984,103058
60,2,1,1987,115314
51,1,6,2016,90172
51,2,4,2004,109598
94,4,4,2004,167234
85,4,4,1987,193869
116,4,3,1961,278236
71,3,5,1989,141860
54,2,9,2010,107872
78,3,7,1993,156303
56,1,5,2022,83048
77,2,7,1979,136271
109,5,8,1973,226469
55,2,1,1999,94930
69,3,6,1996,144081
105,5,9,1987,242538
56,2,9,2017,100719
87,3,8,2000,203178
115,4,5,1960,333456
96,4,4,1981,182212
61,2,9,1984,117511
112,5,5,1963,332064
67,2,8,1977,101515
77,3,2,1970,173192
119,4,1,1993,225139
86,3,8,1980,189695
72,3,2,1971,131666
77,2,3,1976,137610
81,3,4,2015,150275
109,4,5,1995,254544
98,4,5,1953,312854
66,3,4,2003,110144
106,5,2,1994,271694
88,3,5,2016,147182
50,2,8,1997,73116
72,2,3,1976,118038
112,4,5,1997,278231
72,3,3,1998,148184
107,4,7,1994,187605
73,2,8,1989,108379
58,2,4,2000,97549
62,3,1,1967,154280
50,2,7,1981,77316
92,3,2,2016,177721
69,2,9,1993,123214
54,1,7,2011,86543
114,4,4,1968,241143
98,4,4,1979,243410
51,1,6,1999,85686
57,1,6,1958,107477
51,1,4,1966,87823
78,3,7,2021,139648
52,1,6,2008,97798
56,1,2,2001,89000
67,3,3,1968,145051
117,4,4,2021,236546
110,4,8,1952,393536
96,4,6,2011,178350
55,1,4,1986,105512
76,3,5,1982,128445
103,5,3,1998,279479
88,4,4,1968,191494
71,2,9,1950,204491
56,1,8,2019,85233
75,3,10,1994,140595
67,3,1,1964,158422
63,2,3,1995,108175
117,4,8,1966,257627
103,4,10,1999,263792
53,1,4,2013,72031
94,3,4,2004,160566
61,2,4,1950,152312
66,3,4,1979,106741
64,3,5,1988,117887
85,3,7,2022,187213
90,4,4,1961,223670
79,2,9,1965,162877
64,2,10,2016,98372
81,3,9,1961,193844
109,5,3,2019,243718
82,4,7,1964,210315
96,3,5,1951,310156
56,2,5,1973,91885
73,3,4,1993,121858
74,2,1,1999,106497
77,2,3,1968,150097
56,1,1,2021,99357
73,3,9,1989,159619
111,4,10,2000,221157
116,4,9,2001,279942
73,2,9,2014,145411
60,2,3,2011,94336
62,2,6,1975,128828
70,2,2,1964,140256
114,5,1,1975,259365
84,4,1,1978,131485
119,4,4,2002,240142
65,2,7,1982,123124
53,2,2,1984,107798
97,3,1,2014,158447
104,5,6,2012,248847
66,3,9,1980,113940
113,5,5,2005,232932
62,3,9,1985,117478
106,5,1,1967,292861
88,4,9,2006,166443
110,4,1,1969,220388
111,4,1,2011,214177
79,3,4,2000,170058
80,3,3,1957,183712
76,3,6,2007,172640
98,4,6,1985,200644
87,4,6,1958,219203
73,2,7,2014,114118
120,4,6,1976,246631
115,5,10,1971,266076
65,2,4,1952,166710
112,4,8,1999,209725
81,3,8,1967,174956
51,2,6,2001,97627
96,4,10,2004,245186
70,2,2,1952,169420
98,4,10,2017,233753
54,1,7,1958,118190
67,3,9,1957,160681
87,4,4,2021,196492
92,3,9,2019,160044
51,2,7,1975,86999
95,4,8,2022,226506
59,2,8,2019,123940
99,3,9,1961,248976
60,3,6,1961,126555
83,4,10,1976,209830
117,5,3,2004,274189
67,2,3,1984,109497
115,5,1,1985,277704
82,3,7,1960,174498
63,3,3,1995,110330
111,4,8,2001,239116
55,1,8,1999,78158
88,4,5,1999,194447
59,1,4,1987,105379
95,4,7,1983,217654
66,3,2,1976,130562
86,4,9,2006,199018
107,5,2,1963,258694
71,2,4,2019,122802
63,2,4,1963,115526
72,3,5,2020,165393
118,5,5,2000,319498
72,3,6,2022,153705
59,2,3,2018,87075
86,4,8,1995,151722
65,3,1,2005,137296
56,1,3,1980,74601
55,2,1,1963,111443
114,5,8,2015,256628
107,4,9,1964,285969
51,2,1,1965,83409
